Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,18-24,Master,Health,urban,HIGH,9.0,,12/10/2027
employed,18 to 24,High School,Healthcare,Bangalore,low,,,12/11/2027
Unemployed,18 to 24,Diploma,Retail,Urban,moderate,5.0,,12/12/2027
UNEMPLOYED,45-54,High School,Finance,Urban,low,16.0,77300.0,12/13/2027
unemployed,45-54,,Technology,Bangalore,moderate,,45300.0,12/14/2027
Employed,18 to 24,,Healthcare,suburban,Medium,20.0,,12/15/2027
Employed,18-24,High School,Technology,,High,,38600.0,12/16/2027
EMPLOYED,35 - 44,High School,,Mumbai,HIGH,,127700.0,12/17/2027
unemployed,55+,High School, Fintech,suburban,,28.0,43800.0,12/18/2027
employed,25_34,Master,Retail,Bangalore,HIGH,30.0,97500.0,12/19/2027
EMPLOYED,25-34,Ph.D,Retail,,moderate,,90800.0,12/20/2027
Employed,18 to 24,Ph.D,Retail,rural,Low,,76000.0,12/21/2027
EMPLOYED,18-24,Masters,Health,suburban,HIGH,,,12/22/2027
unemployed,25_34,High School,,rural,low,17.0,10300.0,12/23/2027
EMPLOYED,,Bachelors,Technology,,moderate,,,12/24/2027
EMPLOYED,55+,Bachelors,,Bangalore,moderate,,52500.0,12/25/2027
employed,18-24,Bachelor's,Technology,Bangalore,,22.0,145500.0,12/26/2027
employed,25_34,Bachelors,Tech ,,,,39200.0,12/27/2027
Unemployed,45-54,High School,Education,Urban,moderate,,124400.0,12/28/2027
unemployed,25-34,Bachelors,Technology,Hyderabad,low,10.0,,12/29/2027
UNEMPLOYED,18-24,Bachelors, Fintech,,moderate,13.0,13000.0,12/30/2027
EMPLOYED,18 to 24,PhD,Healthcare,suburban,Medium,,97900.0,12/31/2027
UNEMPLOYED,55+,PhD,Technology,Mumbai,Medium,,,1/1/2028
Unemployed,35 - 44,Masters,Health,urban,HIGH,,,1/2/2028
,55+,Ph.D, Fintech,Delhi,High,,17100.0,1/3/2028
employed,45-54,Bachelor's,Education,Bangalore,High,3.0,133900.0,1/4/2028
Unemployed,,Master,,Delhi,moderate,,96500.0,1/5/2028
unemployed,,high school,Tech ,Delhi,HIGH,15.0,64500.0,1/6/2028
EMPLOYED,45-54,Bachelors,Retail,Mumbai,HIGH,3.0,58500.0,1/7/2028
Unemployed,45-54,Bachelors,Retail,Bangalore,HIGH,3.0,34200.0,1/8/2028
Employed,25-34,Masters,Education,suburban,moderate,10.0,10700.0,1/9/2028
UNEMPLOYED,55+,Ph.D,Finance,Hyderabad,moderate,0.0,46600.0,1/10/2028
unemployed,35 - 44,High School,Technology,Hyderabad,,,119200.0,1/11/2028
employed,25_34,Ph.D,Finance,,Medium,,123900.0,1/12/2028
UNEMPLOYED,18-24,High School,Retail,Hyderabad,low,,10900.0,1/13/2028
EMPLOYED,,high school,Retail,urban,Low,13.0,67800.0,1/14/2028
Unemployed,25-34,Masters,,Mumbai,High,,,1/15/2028
,18 to 24,Masters,,Mumbai,HIGH,,135400.0,1/16/2028
employed,,Master,Retail,,HIGH,,65400.0,1/17/2028
Unemployed,35 - 44,Bachelor's,Technology,,HIGH,10.0,75600.0,1/18/2028
EMPLOYED,25_34,high school,Education,suburban,Medium,,,1/19/2028
,45-54,Masters,Technology,Bangalore,High,20.0,,1/20/2028
UNEMPLOYED,35 - 44,Ph.D,Education,suburban,moderate,,72800.0,1/21/2028
employed,,PhD,Healthcare,Urban,low,1.0,54000.0,1/22/2028
EMPLOYED,,Ph.D,Education,Mumbai,High,22.0,68700.0,1/23/2028
unemployed,25-34,Master, Fintech,Delhi,,17.0,,1/24/2028
unemployed,25-34,Masters,Health,Hyderabad,High,25.0,140800.0,1/25/2028
unemployed,18 to 24,Ph.D,Retail,suburban,low,,113400.0,1/26/2028
Employed,35 - 44,Diploma,Tech ,,,,54400.0,1/27/2028
Unemployed,18-24,Diploma,,Delhi,HIGH,,,1/28/2028
employed,35 - 44,Bachelor's,Healthcare,rural,Medium,,54000.0,1/29/2028
,25_34,Diploma,Health,urban,moderate,,58000.0,1/30/2028
employed,55+,PhD,Technology,suburban,moderate,,,1/31/2028
UNEMPLOYED,45-54,,Healthcare,suburban,HIGH,25.0,87300.0,2/1/2028
employed,35 - 44,PhD,Health,Hyderabad,low,21.0,,2/2/2028
UNEMPLOYED,35 - 44,Diploma,Finance,urban,moderate,,,2/3/2028
UNEMPLOYED,35 - 44,high school,Tech ,rural,Low,9.0,64600.0,2/4/2028
EMPLOYED,55+,Diploma,Retail,urban,Medium,27.0,,2/5/2028
employed,35 - 44,Master, Fintech,Bangalore,High,,148400.0,2/6/2028
unemployed,,,Tech ,Bangalore,High,,,2/7/2028
Employed,25-34,PhD,Finance,Mumbai,low,19.0,91700.0,2/8/2028
,25_34,PhD,Health,suburban,low,13.0,,2/9/2028
UNEMPLOYED,35 - 44,Master,Health,urban,Low,24.0,,2/10/2028
EMPLOYED,45-54,Master,Healthcare,rural,low,,115200.0,2/11/2028
unemployed,18-24,Masters,Health,rural,Medium,,38500.0,2/12/2028
unemployed,18 to 24,Bachelor's,Retail,urban,HIGH,24.0,104600.0,2/13/2028
,55+,High School,Health,Mumbai,Low,16.0,90500.0,2/14/2028
employed,,PhD,Healthcare,Hyderabad,,,77400.0,2/15/2028
UNEMPLOYED,18-24,Bachelors,Retail,Mumbai,HIGH,,33800.0,2/16/2028
UNEMPLOYED,,PhD,Education,,Medium,2.0,42700.0,2/17/2028
,18 to 24,,Tech ,Bangalore,low,3.0,141800.0,2/18/2028
Employed,45-54,,Education,Hyderabad,HIGH,8.0,50900.0,2/19/2028
Employed,,,Technology,rural,moderate,,89900.0,2/20/2028
EMPLOYED,45-54,High School,Healthcare,Mumbai,,,,2/21/2028
EMPLOYED,45-54,PhD,Healthcare,suburban,HIGH,,17800.0,2/22/2028
,18 to 24,Bachelor's,,Bangalore,moderate,,22700.0,2/23/2028
,18 to 24,Bachelors,Tech ,suburban,,,46700.0,2/24/2028
Unemployed,25_34,PhD,Retail,,,16.0,50900.0,2/25/2028
Unemployed,25_34,Master,Healthcare,Delhi,Medium,10.0,,2/26/2028
Unemployed,35 - 44,High School,Retail,suburban,Low,2.0,145300.0,2/27/2028
employed,18-24,Master,Technology,rural,Low,,63500.0,2/28/2028
EMPLOYED,18-24,Diploma,Finance,suburban,Low,,16100.0,2/29/2028
unemployed,35 - 44,PhD,Retail,suburban,moderate,,105600.0,3/1/2028
Employed,35 - 44,Master,Retail,Bangalore,,,,3/2/2028
EMPLOYED,55+,Diploma,Technology,Bangalore,High,8.0,51100.0,3/3/2028
employed,45-54,Bachelors,Retail,rural,,,6400.0,3/4/2028
employed,18 to 24,Ph.D, Fintech,Urban,low,24.0,,3/5/2028
UNEMPLOYED,55+,high school,Health,rural,HIGH,,7600.0,3/6/2028
UNEMPLOYED,55+,Masters,Education,suburban,moderate,,122800.0,3/7/2028
UNEMPLOYED,18-24,PhD,Finance,rural,moderate,8.0,61500.0,3/8/2028
unemployed,55+,high school,Healthcare,Delhi,,3.0,,3/9/2028
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,2.0,56700.0,3/10/2028
,25-34,High School,,urban,,,42400.0,3/11/2028
,55+,Bachelors,Retail,,HIGH,,69700.0,3/12/2028
UNEMPLOYED,,Bachelors,Retail,urban,moderate,1.0,149600.0,3/13/2028
Unemployed,35 - 44,Masters,Retail,urban,,22.0,49600.0,3/14/2028
Unemployed,55+,Master,Retail,Bangalore,low,,,3/15/2028
UNEMPLOYED,25_34,Bachelors, Fintech,Delhi,Medium,7.0,24100.0,3/16/2028
unemployed,25_34,Ph.D,Technology,Mumbai,HIGH,,,3/17/2028
Employed,35 - 44,Masters, Fintech,Bangalore,High,,32900.0,3/18/2028
unemployed,25_34,Diploma,Retail,rural,HIGH,,114500.0,3/19/2028
Employed,25_34,PhD,Finance,Urban,HIGH,28.0,124800.0,3/20/2028
Unemployed,18 to 24,PhD,Education,urban,Medium,14.0,,3/21/2028
,,Bachelors,Technology,Mumbai,low,,,3/22/2028
employed,45-54,Masters,Retail,Urban,Low,27.0,,3/23/2028
employed,,Bachelors,Healthcare,urban,Medium,1.0,,3/24/2028
Employed,18 to 24,Bachelors,Education,Bangalore,low,,25900.0,3/25/2028
,35 - 44,Master,Retail,,Medium,,32600.0,3/26/2028
,18 to 24,High School,Tech ,rural,Medium,,98400.0,3/27/2028
EMPLOYED,25-34,,,Mumbai,High,20.0,102300.0,3/28/2028
UNEMPLOYED,18 to 24,Bachelors,Health,,low,,96200.0,3/29/2028
Employed,25-34,Ph.D,Tech ,Mumbai,Low,7.0,,3/30/2028
,18-24,Diploma,Retail,suburban,Low,26.0,71700.0,3/31/2028
Employed,35 - 44,High School,Retail,,HIGH,20.0,146600.0,4/1/2028
Unemployed,18 to 24,high school,,Urban,low,,53400.0,4/2/2028
,35 - 44,Bachelor's,Technology,Hyderabad,Low,27.0,,4/3/2028
Unemployed,,Bachelor's, Fintech,Hyderabad,HIGH,18.0,133500.0,4/4/2028
employed,45-54,Bachelor's,Retail,Bangalore,low,,78200.0,4/5/2028
UNEMPLOYED,18-24,Diploma,Retail,urban,Low,,48400.0,4/6/2028
Employed,18 to 24,,Retail,Mumbai,low,21.0,15000.0,4/7/2028
,18 to 24,Bachelor's,Retail,Bangalore,,16.0,77400.0,4/8/2028
Unemployed,25_34,Masters,Retail,urban,low,,147300.0,4/9/2028
,55+,Bachelors,Finance,Delhi,,7.0,14300.0,4/10/2028
unemployed,18-24,Ph.D,Healthcare,Urban,Low,,63800.0,4/11/2028
employed,18 to 24,PhD,Technology,Urban,Low,,88000.0,4/12/2028
Unemployed,,PhD,Technology,suburban,Low,,70700.0,4/13/2028
EMPLOYED,,PhD,Finance,urban,Low,2.0,,4/14/2028
EMPLOYED,25-34,Bachelors,,Hyderabad,,,,4/15/2028
Unemployed,45-54,Bachelor's,Technology,urban,HIGH,5.0,,4/16/2028
,18-24,,Health,Urban,Medium,26.0,,4/17/2028
employed,18 to 24,Bachelors,Tech ,,Low,28.0,,4/18/2028
UNEMPLOYED,25_34,Ph.D,Health,urban,High,24.0,26900.0,4/19/2028
employed,18 to 24,PhD,Retail,Delhi,,1.0,59700.0,4/20/2028
Unemployed,35 - 44,PhD,Technology,Delhi,,9.0,24900.0,4/21/2028
,25_34,,Retail,urban,HIGH,16.0,50200.0,4/22/2028
UNEMPLOYED,,PhD,Tech ,Urban,low,,28100.0,4/23/2028
employed,18 to 24,Masters,Tech ,Bangalore,moderate,,35900.0,4/24/2028
unemployed,25_34,Diploma, Fintech,Urban,moderate,29.0,45100.0,4/25/2028
employed,55+,High School,Health,,HIGH,,,4/26/2028
,18-24,Masters,Retail,Mumbai,low,0.0,63700.0,4/27/2028
employed,55+,Masters,Finance,Bangalore,moderate,3.0,127700.0,4/28/2028
UNEMPLOYED,,Masters,Education,Urban,,,55100.0,4/29/2028
Unemployed,25-34,Bachelor's,,urban,,,120000.0,4/30/2028
,25_34,Ph.D,Health,rural,High,15.0,,5/1/2028
Unemployed,18-24,Ph.D, Fintech,urban,HIGH,20.0,34900.0,5/2/2028
,,Masters,Retail,Delhi,,,17300.0,5/3/2028
UNEMPLOYED,18 to 24,PhD,Health,Delhi,,,90700.0,5/4/2028
employed,25_34,,Finance,Mumbai,High,,131900.0,5/5/2028
UNEMPLOYED,55+,Bachelor's,Retail,urban,Low,5.0,74400.0,5/6/2028
EMPLOYED,25_34,Ph.D,Education,urban,moderate,23.0,105600.0,5/7/2028
Employed,25-34,Master,Retail,Urban,,,129100.0,5/8/2028
Employed,55+,high school,Health,,Medium,,110400.0,5/9/2028
Employed,55+,Ph.D,Finance,suburban,low,22.0,82800.0,5/10/2028
Employed,35 - 44,high school,Technology,suburban,moderate,1.0,26000.0,5/11/2028
unemployed,18 to 24,High School,Health,Bangalore,High,27.0,145000.0,5/12/2028
Unemployed,35 - 44,high school,Healthcare,rural,moderate,20.0,,5/13/2028
Unemployed,,Bachelors,Healthcare,rural,Low,,47400.0,5/14/2028
unemployed,45-54,PhD,Retail,Delhi,low,21.0,43600.0,5/15/2028
,,,Technology,Delhi,Low,,127400.0,5/16/2028
employed,45-54,Bachelors,,Hyderabad,,,13400.0,5/17/2028
Unemployed,18 to 24,Ph.D,Finance,,Medium,14.0,94300.0,5/18/2028
unemployed,55+,Bachelor's,Education,Mumbai,moderate,28.0,97000.0,5/19/2028
Unemployed,25-34,High School,,Mumbai,HIGH,13.0,62100.0,5/20/2028
EMPLOYED,18-24,Bachelor's,Finance,,High,24.0,130100.0,5/21/2028
UNEMPLOYED,18 to 24,Masters,Technology,Urban,low,17.0,92500.0,5/22/2028
UNEMPLOYED,18 to 24,Ph.D,Education,Delhi,Medium,,140700.0,5/23/2028
EMPLOYED,25-34,Master,Health,Bangalore,HIGH,,52700.0,5/24/2028
employed,45-54,PhD,Finance,Delhi,High,10.0,74700.0,5/25/2028
Employed,,Master,Education,Bangalore,moderate,,142800.0,5/26/2028
employed,35 - 44,Diploma,Retail,,,13.0,118100.0,5/27/2028
unemployed,25-34,Master,,suburban,HIGH,26.0,121500.0,5/28/2028
Unemployed,18 to 24,Bachelor's,Tech ,suburban,High,28.0,27700.0,5/29/2028
Employed,18-24,High School,Health,Bangalore,moderate,,126600.0,5/30/2028
Employed,35 - 44,Master,Retail,rural,moderate,7.0,25500.0,5/31/2028
Employed,45-54,Ph.D,Retail,suburban,High,18.0,143000.0,6/1/2028
employed,18 to 24,PhD,Finance,Bangalore,moderate,16.0,106600.0,6/2/2028
,18-24,Bachelors,Health,,HIGH,14.0,84900.0,6/3/2028
,,high school,Healthcare,Mumbai,Low,21.0,,6/4/2028
Unemployed,,High School,Finance,Hyderabad,HIGH,27.0,51100.0,6/5/2028
,18-24,Bachelor's,Retail,Bangalore,High,11.0,86200.0,6/6/2028
EMPLOYED,,PhD,Healthcare,Urban,moderate,,133400.0,6/7/2028
,,Bachelor's,Retail,urban,Low,,132700.0,6/8/2028
EMPLOYED,,,,Urban,Low,,26600.0,6/9/2028
EMPLOYED,25-34,Bachelor's,Finance,suburban,,,100100.0,6/10/2028
EMPLOYED,25-34,Ph.D,Healthcare,Mumbai,Medium,26.0,49200.0,6/11/2028
,55+,Diploma,Retail,Hyderabad,moderate,,146000.0,6/12/2028
Unemployed,18 to 24,PhD,Healthcare,rural,moderate,19.0,146200.0,6/13/2028
Employed,,Masters, Fintech,Bangalore,Low,,51200.0,6/14/2028
EMPLOYED,18-24,Ph.D,Retail,,Low,,15400.0,6/15/2028
,25_34,Bachelors,Retail,Delhi,low,12.0,14900.0,6/16/2028
Unemployed,55+,Bachelors,Education,urban,Low,,9000.0,6/17/2028
employed,25-34,Ph.D,Finance,Hyderabad,Low,,113000.0,6/18/2028
EMPLOYED,25-34,PhD,Tech ,,,22.0,102200.0,6/19/2028
,35 - 44,Masters,Education,,low,,31600.0,6/20/2028
EMPLOYED,25_34,high school,Retail,Mumbai,HIGH,22.0,92500.0,6/21/2028
UNEMPLOYED,25_34,High School,,,moderate,,43300.0,6/22/2028
